,epoch_timings,test_acc,test_error,test_timings,train_acc,train_loss,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
20,92.68332123756409,0.5979,1.4163185596466064,28.201289653778076,0.83804,0.46840924571971504,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
21,91.72091770172119,0.6102,1.5131578743457794,28.344701528549194,0.86054,0.40629370632220285,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
22,92.15488600730896,0.6142,1.5624501585960389,28.373219966888428,0.87594,0.356882668575462,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
23,92.11611461639404,0.6075,1.7052531480789184,28.485783100128174,0.89492,0.30339460181338446,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
24,92.18898510932922,0.613,1.6811133801937104,28.31417179107666,0.90712,0.2690924298094243,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
25,92.07511305809021,0.6135,1.7599105894565583,28.463401079177856,0.91964,0.23050785049491998,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
26,91.49300122261047,0.6183,1.8759137511253356,28.027296781539917,0.93018,0.1996861831570158,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
27,91.3469614982605,0.6014,1.9449932515621184,28.289085149765015,0.9382,0.17681357446981935,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
28,91.62739825248718,0.6167,1.951992118358612,28.442142724990845,0.9447,0.15643872754002103,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
29,92.22844910621643,0.6228,1.9761786997318267,28.575259923934937,0.95026,0.1385203961815153,47,resnet101,42520650,0,cnn,Tesla V100-SXM2-32GB-LS,True,nccl,1,4,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
