,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.12912,0.175,3.146075526062323,2.229712426662445,16.468658685684204,1.557420253753662,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.21874,0.2666,2.087074100971222,1.9690503776073456,14.894020318984985,1.5492610931396484,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.30766,0.3587,1.8181993085510877,1.6981508910655976,14.887126207351685,1.6579525470733643,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.3828,0.4111,1.6468760419865043,1.5825110256671906,14.846136808395386,1.590813398361206,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.44824,0.4749,1.499641788249113,1.4480550110340118,15.023499727249146,1.6086657047271729,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.50912,0.5281,1.359694314246275,1.3042064547538756,14.981081008911133,1.618818759918213,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.55098,0.5543,1.2395176814526927,1.2362065255641936,15.110515594482422,1.647313117980957,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.58908,0.587,1.1560463224138533,1.1605899810791016,14.764811515808105,1.4791483879089355,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.62082,0.6085,1.0654613363499543,1.1048400402069092,14.8567214012146,1.5926306247711182,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.652,0.6401,0.986790520804269,1.0359087854623794,14.855669736862183,1.5983693599700928,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.68124,0.6488,0.9091837752838524,1.0078903704881668,14.89575457572937,1.4950902462005615,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.70326,0.6575,0.8421872981957027,0.9882023006677627,14.920445680618286,1.546827793121338,17,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
