,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.10782,0.1184,4.646063259669712,2.6216156125068664,64.79970073699951,16.982889413833618,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.12078,0.1184,2.5477565867560252,2.537157344818115,64.40909838676453,16.988614320755005,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.16582,0.201,2.374194695025074,2.0857325315475466,64.08264827728271,17.104835510253906,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.24844,0.2571,2.081729458302868,1.8710836887359619,64.16414761543274,17.078505992889404,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.2436,0.2723,2.1356082619452965,1.9865149319171906,64.45338368415833,17.034587860107422,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.30564,0.3198,1.875857258329586,1.8363388061523438,64.19944071769714,16.97395896911621,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.36262,0.3651,1.849403297414585,1.715922510623932,63.718708753585815,17.01655411720276,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.40468,0.4081,1.6403132652749821,1.763690584897995,64.35050916671753,17.070582628250122,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.46838,0.4703,1.4999845794269018,1.4478718876838683,63.99046993255615,16.89736580848694,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.51718,0.4913,1.3802656336706511,1.3804404199123383,64.14718389511108,16.944469451904297,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,1,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
