,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.10684,0.1184,4.644603685456879,2.6216156125068664,64.80651354789734,16.990402936935425,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.11794,0.1184,2.608742504703755,2.537157344818115,64.13657832145691,16.767367124557495,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.16368,0.201,2.355441142101677,2.0857325315475466,64.35074186325073,17.098116397857666,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.24894,0.2571,2.0851570611097374,1.8710836887359619,64.16307854652405,17.051371335983276,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.2436,0.2723,2.1476651308487873,1.9865149319171906,64.45433831214905,17.05985999107361,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.30656,0.3198,1.9089520464138108,1.8363388061523438,63.85147166252136,16.610727548599243,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.36104,0.3651,1.7664876568074128,1.715922510623932,64.06434392929077,17.038402795791626,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.41042,0.4081,1.6458546494951054,1.763690584897995,64.3572325706482,17.08718967437744,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.47,0.4703,1.5113564133644104,1.4478718876838683,64.00730156898499,16.924303770065308,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.51728,0.4913,1.3599902306284224,1.3804404199123383,64.0687804222107,16.877260446548462,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.564,0.5291,1.2498610007519624,1.4270598530769347,64.04990339279175,16.928345203399658,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.6003,0.557,1.2082569708629531,1.2510903000831604,64.17459344863892,16.896490573883057,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.6147,0.5681,1.1052276930030511,1.592516875267029,64.35968971252441,17.060174703598022,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.65544,0.5848,1.0148613969890439,1.303166776895523,64.33371758460999,17.051844596862793,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.6894,0.5866,0.9130518047177062,1.215727937221527,63.7555468082428,16.57357668876648,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.71952,0.578,0.827049762618785,1.307053118944168,64.30005121231079,16.835586071014404,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.66826,0.615,1.058027869584609,1.1215521931648254,63.93052124977112,16.74577808380127,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.62618,0.5959,1.2005926291553342,1.2834720492362977,64.26972460746765,16.813948154449463,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.71748,0.6052,0.8626223869469701,7.2991351842880245,63.997382164001465,16.55842900276184,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.71566,0.6332,0.8799149880603868,1.3245759427547454,64.09195756912231,16.789573907852173,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.7871,0.6308,0.6488643960685146,3.998894363641739,64.00868678092957,16.94060444831848,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
21,0.83406,0.6291,0.5236207234616183,1.602118819952011,64.04789996147156,16.804332971572876,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
22,0.86176,0.6442,0.4272671649042441,1.5655723214149475,63.958950996398926,16.533196687698364,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
23,0.89512,0.6283,0.3180154333917462,3.8684786736965178,64.2008593082428,16.840708255767822,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
24,0.91888,0.638,0.25575960838064854,1.924106341600418,64.19929218292236,16.98740530014038,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
25,0.93298,0.6493,0.2112304045229542,2.4947872698307036,63.916588306427,16.7228422164917,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
26,0.94198,0.6397,0.17807968781918895,1.82745161652565,64.22207140922546,16.996761560440063,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
27,0.95362,0.6435,0.14937560670838065,2.256618916988373,64.23650431632996,16.944907665252686,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
28,0.9605,0.6489,0.12674487290941938,1.9198170483112336,64.23932337760925,16.973515272140503,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
29,0.96692,0.65,0.10662864791039302,1.9095839977264404,63.76609182357788,16.43028211593628,47,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
