,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.17688,0.1418,2.3537818542750157,2.2891173267516844,74.1953935623169,4.281142711639404,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.21794,0.2605,1.9689715676634112,1.918000724749824,71.43265199661255,4.173097372055054,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.26972,0.2818,1.894273930913885,1.840508269425779,70.68866515159607,4.249645948410034,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.31764,0.3283,1.7675079621341239,1.7441561522956093,71.24115920066833,4.246883153915405,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.35016,0.3682,1.6743386644472011,1.5827369796582305,70.74203300476074,4.332824468612671,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.39806,0.4234,1.5908877448401082,1.5529548139236986,69.80296611785889,4.147552490234375,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.46184,0.4943,1.4554440951545653,1.3604471275981622,71.51403951644897,4.159762382507324,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.52854,0.5281,1.3110221006591123,1.296744902103473,71.32497429847717,4.218608379364014,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.56912,0.6103,1.2093943412000372,1.114827195676371,71.01583790779114,4.103701829910278,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.6062,0.6115,1.1238333990538798,1.115290249117647,71.46575784683228,4.184489727020264,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.63488,0.6403,1.0536346873715376,1.0464920142588143,70.69933342933655,4.190066576004028,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.65552,0.6579,0.9983516160830121,0.9766157653194647,70.46185445785522,4.339192152023315,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.67148,0.6658,0.9525056494708558,0.9622059486354121,71.94931030273438,4.314231634140015,15,resnet34,21797672,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,32,0.1,0.9,0.0001,0.1,"60,80",,,
