,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.10778,0.1376,6.595744305727433,2.3399835228919983,21.461523294448853,1.7073562145233154,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.19908,0.2341,2.4786409309932163,2.3096849083900453,21.05538558959961,1.7274565696716309,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.20424,0.2163,2.4825284517541224,2.1947964906692503,21.096086025238037,1.7060816287994385,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.24116,0.2684,2.1614904379358095,2.1880464792251586,21.1235933303833,1.7185497283935547,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.29738,0.3188,1.9902755216676362,1.9023152589797974,21.0349063873291,1.7136106491088867,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.33846,0.3565,1.8527908057582623,1.7721264898777007,21.012899160385132,1.7323849201202393,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.37952,0.4044,1.72986351470558,1.6572081625461579,21.029984712600708,1.7088515758514404,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.41678,0.4131,1.6238873783422976,1.6517392635345458,20.945170164108276,1.7026982307434082,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.44464,0.4493,1.5593450349204394,1.5247354209423065,20.923338174819946,1.7068743705749512,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.46294,0.4545,1.500739041639834,1.540157824754715,21.062634706497192,1.703507661819458,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.47932,0.4659,1.4551918701249726,1.5201370179653169,21.118150234222412,1.7208302021026611,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.4961,0.4898,1.418051465433471,1.4726650953292846,21.025757551193237,1.7122743129730225,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.50834,0.5008,1.3729944350768108,1.4350093722343444,21.100826025009155,1.6931226253509521,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.52598,0.5182,1.3319871121523332,1.4407768964767456,20.98513913154602,1.7481229305267334,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.53844,0.5161,1.294066374399224,1.4210197985172273,21.044723749160767,1.6737539768218994,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.55144,0.5331,1.2663864079786806,1.3575254797935485,20.9625244140625,1.7200086116790771,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.5632,0.5136,1.2245107852682775,1.4140339076519013,21.00586462020874,1.6828923225402832,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.57674,0.5395,1.193604815979393,1.3130420386791228,21.01754403114319,1.7216086387634277,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.5852,0.5545,1.1617390866182289,1.288971519470215,20.989537000656128,1.7176766395568848,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.5999,0.5631,1.1233718839226936,1.2676872432231903,21.190242290496826,1.6996674537658691,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.60974,0.5609,1.093876368537241,1.2806203067302704,21.00261688232422,1.7031042575836182,20,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
