,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.10126,0.1007,5.1047671230471865,2.4462255477905273,62.41832995414734,16.406105756759644,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.10324,0.0999,2.7168991030478966,2.3592811822891235,62.17209482192993,16.31698179244995,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.10036,0.1019,2.606145447614242,2.3527612328529357,62.06882405281067,16.180726051330566,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.10306,0.1019,2.518646074801075,2.4748730301856994,61.55242109298706,16.151118278503418,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.10396,0.0998,2.516258417343607,2.7709084033966063,62.16643929481506,16.37607717514038,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.10146,0.1028,2.440828026557455,2.7740299224853517,62.18759107589722,16.395275354385376,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.11098,0.148,2.4234159065752614,2.298871123790741,62.095680475234985,16.316570043563843,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.18566,0.1943,2.2148352618120155,2.3730550169944764,62.000462770462036,16.23565363883972,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.24192,0.1969,2.031711183032211,2.470894753932953,62.114863872528076,16.340991020202637,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.2882,0.2309,1.906305696283068,2.9220729529857636,62.19637703895569,16.357792615890503,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.32362,0.2569,1.8405595969180673,2.2370420813560488,61.78381848335266,16.07961416244507,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.36364,0.3808,1.7554188054435107,2.153170770406723,62.33622097969055,16.44961977005005,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.42716,0.4556,1.6067254458154951,2.589715325832367,62.015358209609985,16.240322589874268,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.46016,0.4205,1.5165364936906465,2.2615953922271728,62.27380418777466,16.309889316558838,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.49806,0.5108,1.4226674048268064,2.1972439169883726,61.75862002372742,15.992334842681885,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.54806,0.4167,1.2908751696956402,4.659298938512802,62.12352228164673,16.29557228088379,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.58042,0.5659,1.2172744541752094,1.2639360964298247,62.13716959953308,16.234532356262207,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.59906,0.5479,1.1643358913003181,1.8240451335906982,62.03862428665161,16.224998474121094,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.62608,0.5818,1.0801761034800081,1.4040945947170258,62.096049785614014,16.182146310806274,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.66128,0.5992,0.9775108299693283,1.1917152762413026,62.155147314071655,16.355461835861206,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.69432,0.5863,0.8972695780043699,1.7486540973186493,62.05008411407471,16.315624713897705,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
21,0.71992,0.5908,0.816070210568759,1.493729144334793,62.23231053352356,16.26509690284729,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
22,0.75018,0.6379,0.7471941922392163,1.2527983635663986,62.44599485397339,16.37860345840454,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
23,0.77962,0.6409,0.6573240069710479,1.1262096285820007,62.10653257369995,16.305248022079468,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
24,0.8044,0.6378,0.5940221313919339,2.313944858312607,62.22374176979065,16.206481218338013,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
25,0.8277,0.6441,0.5140359231403896,2.603665280342102,62.07628107070923,16.269848823547363,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
26,0.84884,0.6141,0.4544018427936398,2.5132422626018522,61.932332038879395,16.073683738708496,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
27,0.8683,0.6388,0.39039962784368165,1.5970398008823394,62.296026945114136,16.282698154449463,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
28,0.89016,0.6378,0.33138612612169616,1.4162816405296326,62.15416169166565,16.23713493347168,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
29,0.90592,0.6483,0.2791257897505955,1.4162274301052094,62.083038568496704,16.323969841003418,45,resnet101,42520650,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,0,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
