,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.46078,0.5861,1.6591567281262039,1.1580615247352213,53.87361812591553,14.912882089614868,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.68656,0.6995,0.9032628726776298,0.8573627139948592,53.83797860145569,15.059780359268188,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.77208,0.7053,0.6580655108327451,0.8953317765948139,53.867326498031616,15.078724145889282,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.8252,0.7344,0.5082605302791157,0.8322296089763883,53.93582606315613,14.944210290908813,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.86504,0.7441,0.3920618091016779,0.8194969986812978,53.72701287269592,14.797184467315674,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.89648,0.7562,0.3012269259718678,0.8270221978803224,54.02627420425415,15.066312313079834,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.92002,0.762,0.2325184586674661,0.8965713551527337,53.90699625015259,15.033816814422607,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.93334,0.7608,0.19337850506119716,0.907619253744053,53.93078255653381,15.13180923461914,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.94608,0.7617,0.15671293934821473,0.9672499389588078,53.785762786865234,15.054932355880737,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.9537,0.7598,0.13326488204700562,1.0219978931583935,53.842358350753784,15.00569772720337,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.96084,0.7646,0.11220860031559644,1.0384117794942251,53.827768087387085,14.952438116073608,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.96574,0.7568,0.09779356082763209,1.1516383554362044,53.7232186794281,14.894058227539062,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.96846,0.7711,0.0896449068947064,1.0298826136166537,53.787476539611816,14.911567449569702,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.9705,0.7713,0.08331762550546386,1.0544604089441179,53.77992796897888,14.995695352554321,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.97502,0.7726,0.07304957755567397,1.0969882999794394,53.925182819366455,15.043129205703735,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.97404,0.7685,0.07356668087413244,1.1188251760941517,53.64509725570679,14.900813817977905,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.97576,0.7717,0.06964693553126453,1.1359958369520646,53.7587788105011,14.968131303787231,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.97748,0.7793,0.06420009428530436,1.0850507722625249,53.716695070266724,14.860271692276001,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.97876,0.7702,0.059210589267504034,1.1282232999801636,53.89363765716553,14.975053071975708,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.97948,0.7714,0.05931085902159019,1.1186374229720877,53.83590650558472,14.976179122924805,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.98054,0.7793,0.057004070462053996,1.0809291110763066,54.026004791259766,15.093953847885132,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
21,0.9797,0.7762,0.05669966166781838,1.1385856625400013,53.9322624206543,15.075404644012451,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
22,0.98162,0.7731,0.05308287319086511,1.1758135926874378,53.73541831970215,14.974615097045898,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
23,0.97996,0.7734,0.0578198794208829,1.1199635621867603,53.74386930465698,14.969637870788574,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
24,0.98106,0.7678,0.05527564900262696,1.150983599922325,53.842435359954834,14.955320596694946,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
25,0.98252,0.7704,0.04983537820110674,1.143088806279098,53.956782817840576,14.96403956413269,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
26,0.9815,0.7741,0.053625302660800615,1.180097659931907,53.758947134017944,15.091241836547852,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
27,0.9825,0.7703,0.051367339014749776,1.1353410980369472,53.82840847969055,15.007606267929077,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
28,0.98192,0.7751,0.05385244212916021,1.1561376897594597,54.006224632263184,15.07721757888794,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
29,0.98146,0.7741,0.051966432133055934,1.0877989364575735,53.886351346969604,15.069485187530518,26,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
