,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.29394,0.4068,2.394544459119135,1.6356765687465669,10.09829044342041,1.230283498764038,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.4796,0.5122,1.456052190187026,1.3319717466831207,10.10326600074768,1.283048391342163,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.5569,0.5609,1.2348124895777022,1.2168130099773407,10.252983331680298,1.3003125190734863,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.61874,0.6163,1.0687644578972642,1.0912676692008971,10.174352645874023,1.3076751232147217,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.6666,0.6541,0.943835202528506,0.9806855589151382,9.930452108383179,1.1959218978881836,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.70686,0.6889,0.8353478513201889,0.9070192724466324,9.900975942611694,1.1935253143310547,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.73538,0.6875,0.7537217900461081,0.8957733601331711,10.022762060165405,1.2425341606140137,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.75974,0.7078,0.6858059301668283,0.8398175835609436,9.918110847473145,1.160158395767212,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.78026,0.7167,0.624371485138426,0.8181934744119644,9.989426136016846,1.251622200012207,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.80086,0.7283,0.5715560615062714,0.7940652191638946,10.03101110458374,1.2516858577728271,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.81726,0.7355,0.5227335347813002,0.8009292840957641,9.92395830154419,1.1703238487243652,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.83548,0.7244,0.47449622500915917,0.8427302211523056,10.045894622802734,1.23237943649292,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.84548,0.7412,0.43728860178772283,0.797452199459076,9.955408573150635,1.2115881443023682,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.86274,0.7357,0.39530896745166,0.8305551975965499,10.054011106491089,1.2423536777496338,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.87244,0.7379,0.3670833618665228,0.8424492061138154,9.901010036468506,1.1644783020019531,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.88318,0.7474,0.3343023999917264,0.8195945113897324,9.927046537399292,1.207613468170166,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.89352,0.7505,0.3061149903402037,0.8590462625026702,9.955467700958252,1.2003076076507568,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.9035,0.7467,0.2795155350955165,0.8839298814535141,9.972838640213013,1.2452116012573242,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.91022,0.7534,0.25607934092380563,0.858462131023407,10.048030853271484,1.255131483078003,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.92064,0.7357,0.23019394947558033,0.9864305824041366,9.988885879516602,1.243462324142456,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.92554,0.7565,0.21282875674719715,0.9247209161520005,10.127979755401611,1.2395954132080078,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
21,0.93252,0.7598,0.19591868410305102,0.920667752623558,9.925446510314941,1.2075426578521729,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
22,0.9375,0.7355,0.18275609658080705,1.0513487994670867,9.971535444259644,1.1785638332366943,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
23,0.941,0.7556,0.17001454524543821,0.9537385284900666,9.954448461532593,1.1990816593170166,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
24,0.94554,0.7538,0.1529598589606431,0.9613584190607071,9.914969682693481,1.1782701015472412,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
25,0.94728,0.7578,0.15062457110200608,0.9671379297971725,9.944204807281494,1.196629524230957,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
26,0.9523,0.7539,0.13611782243361278,1.0395287930965424,9.95952320098877,1.2194533348083496,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
27,0.95474,0.7626,0.13331149009113408,0.9795999228954315,10.049200534820557,1.272047996520996,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
28,0.95872,0.7563,0.11878777371377361,1.0708024144172668,9.915098428726196,1.158376693725586,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
29,0.96054,0.7605,0.11270886994138056,1.0444477796554565,9.960639476776123,1.1963367462158203,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
30,0.96206,0.7553,0.10895097210090987,1.0703138291835785,9.998841762542725,1.1938774585723877,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
31,0.96482,0.753,0.10015545412898064,1.1220717757940293,9.948906898498535,1.1998660564422607,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
32,0.96828,0.7626,0.09176973542388604,1.113108217716217,9.88376784324646,1.179290533065796,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
33,0.9693,0.7617,0.08898934075722889,1.1037030160427093,9.924958229064941,1.174893856048584,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
34,0.96832,0.7717,0.0869852145563583,1.0826574176549912,9.964423656463623,1.2315433025360107,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
35,0.96844,0.7645,0.08994166515007311,1.0741299390792847,9.939013242721558,1.2713024616241455,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
36,0.97188,0.7629,0.0794913688180398,1.1658136963844299,9.911771059036255,1.1582427024841309,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
37,0.97154,0.7663,0.0833431913764501,1.1345950454473495,9.905279159545898,1.1892378330230713,14,resnet18,11689512,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,512,0.1,0.9,0.0001,0.1,"60,80",,,
