,epoch_timings,test_acc,test_error,test_timings,train_acc,train_loss,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,8.25984811782837,0.4895,1.4510456444341926,0.9166042804718018,0.37112,1.9126158964908337,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
1,8.14573359489441,0.608,1.083796254441708,0.9143280982971191,0.55346,1.2509138872251486,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
2,8.071814775466919,0.6457,0.9923604538169088,0.9116683006286621,0.6414,1.010583099196939,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
3,8.106496334075928,0.6859,0.9109273122835763,0.950554370880127,0.69112,0.8738893183600872,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
4,8.039132833480835,0.7065,0.851287158229683,0.9073009490966797,0.72812,0.7773465128505931,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
5,8.06358027458191,0.7185,0.8060581133335452,0.9237534999847412,0.75082,0.7137069056558487,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
6,8.034754276275635,0.7381,0.755835711201535,0.9166946411132812,0.77354,0.6478105110433096,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
7,7.998922348022461,0.7329,0.7918739560284193,0.916614294052124,0.79112,0.6023377480409334,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
8,8.04066014289856,0.7427,0.7669730850412876,0.9124667644500732,0.80274,0.5652329324151549,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
9,8.202498435974121,0.7567,0.7375889092306548,0.9923853874206543,0.81952,0.5137451909615866,13,resnet18,11689512,0,cnn,Tesla V100-SXM2-32GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
