,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.31954,0.4622,2.132876211724928,1.443217292616639,68.46129989624023,15.957915782928467,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.4657,0.5346,1.4676194288541593,1.3572659069978739,68.5268304347992,15.955161094665527,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.61586,0.6396,1.0751423174158081,1.0384329527239256,68.49062418937683,15.81029748916626,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.72322,0.6783,0.790666424252493,0.965446027773845,68.59155941009521,16.045779705047607,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.78302,0.7155,0.6207062149291758,0.8816142036945005,68.38794040679932,15.847588062286377,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.82906,0.7264,0.4919295651680978,0.8721442901635472,68.44521689414978,15.799137353897095,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.87076,0.7191,0.3745227405024916,0.98546506106099,68.26084613800049,15.703229188919067,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.90048,0.738,0.28808263372963344,0.9727391170549996,68.16586017608643,15.917858362197876,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.92232,0.7408,0.22678108708670988,1.0091348992118352,68.38054656982422,15.878912925720215,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.93878,0.744,0.17977611812979669,1.035201617434055,68.47803068161011,15.963192462921143,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.95026,0.7491,0.14380352441078562,1.0803844958921023,68.28494954109192,15.737826824188232,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.9582,0.7427,0.1187801737138225,1.1957981526097166,67.86661863327026,15.682076454162598,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.96362,0.743,0.10662783853366704,1.2062024775939653,68.36752390861511,15.932454347610474,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.9695,0.7484,0.09200664859293672,1.2074384764779973,68.39170122146606,15.841681957244873,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.97166,0.7468,0.08341719695102529,1.233866822870472,68.3708803653717,15.886048555374146,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.97308,0.7491,0.07991430038095587,1.1882923298244235,68.43387293815613,15.842135667800903,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.97554,0.7482,0.07128242570001755,1.2726787887042081,68.10720992088318,15.638555765151978,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.97714,0.7564,0.06744434918417498,1.201045451284964,68.08415961265564,15.853494882583618,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.9787,0.754,0.06281738456152856,1.235407189477848,68.46620035171509,15.878272294998169,34,resnet34,21289802,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,4,3,cifar10,16,False,30,128,0.1,0.9,0.0001,0.1,"60,80",,,
