,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.18934,0.2458,4.017940802342447,2.106960966617246,31.201311349868774,2.1735053062438965,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.30256,0.3438,1.9465791041893727,1.821948618828496,30.997084140777588,2.2246460914611816,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.3649,0.3762,1.749167180122317,1.7799472009079367,30.901745796203613,2.2077102661132812,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.40268,0.4205,1.6335524811464197,1.6175865161268017,31.11115074157715,2.263228178024292,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.43086,0.4234,1.5513199180593271,1.5921511423738697,31.006207704544067,2.185384511947632,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.45694,0.4796,1.4815459162987712,1.422217845916748,30.835400342941284,2.193918466567993,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.47686,0.4983,1.431388350703832,1.3899942576130735,30.979442834854126,2.1993026733398438,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.50214,0.5083,1.3736252065204904,1.3754213610781898,31.142942428588867,2.1665537357330322,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.52118,0.5348,1.3245481298402753,1.310368533375897,30.98370099067688,2.192673683166504,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.53474,0.5253,1.2835779420250213,1.2958514230160774,30.885775566101074,2.2020702362060547,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.54052,0.5453,1.2708573417590403,1.2708104290539706,30.95517635345459,2.1770122051239014,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.56788,0.5674,1.2024318600249717,1.2215551847144017,30.904672622680664,2.196134567260742,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.58058,0.5731,1.1623931958547333,1.216103749184669,31.053393602371216,2.1843619346618652,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.59862,0.5819,1.1145148940403442,1.1892507966560653,30.798271894454956,2.178999900817871,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.6149,0.599,1.0818232468631872,1.1557361408124995,31.080029487609863,2.206280469894409,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.63064,0.6106,1.0372372947995314,1.117222331747224,30.842905521392822,2.155172824859619,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.63996,0.5809,1.0101584700672217,1.3785997274555737,30.82158374786377,2.2039289474487305,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.65664,0.6324,0.9658774730494565,1.1099070623705658,30.90667986869812,2.181870698928833,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.67654,0.6356,0.909847137568247,1.0399100139171262,30.821587085723877,2.239382028579712,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.67172,0.638,0.9270989955843562,1.027440092231654,31.02365756034851,2.198164224624634,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.69684,0.6663,0.8589197022225851,0.9556802918639364,30.918339252471924,2.208127737045288,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
21,0.70794,0.6664,0.8197129252926468,0.9703308570234082,30.84500765800476,2.195380210876465,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
22,0.72582,0.6779,0.7823100644914086,0.9278552403932885,30.879966259002686,2.207219123840332,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
23,0.73186,0.6825,0.7608038389774234,0.9258047346072861,30.934673070907593,2.197449207305908,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
24,0.74486,0.6859,0.7246072262601779,0.9208860514284689,30.914899349212646,2.2238190174102783,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
25,0.75982,0.6927,0.6810164203881608,0.903333066007759,30.977370262145996,2.222745418548584,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
26,0.77244,0.7051,0.6455321321097176,0.8672046027606046,30.764075756072998,2.1846044063568115,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
27,0.7831,0.6908,0.6146333602535755,0.9981117889850954,30.780664443969727,2.205061435699463,19,resnet50,25557032,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
