,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,dataset,num_workers_data_loader,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.10406,0.1138,4.329257143123071,2.358106199699112,47.96221709251404,3.37312912940979,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.1371,0.1898,2.2548579523325576,2.0948158593117436,47.81503987312317,3.375481128692627,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.20084,0.2706,2.030184901583835,2.1649783065047443,48.274057149887085,3.3846516609191895,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.29168,0.324,1.8193460370573546,1.92554887035225,48.34005045890808,3.394056558609009,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.34556,0.3708,1.712958166666348,1.666822733758371,48.15141296386719,3.4742984771728516,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.39874,0.415,1.593643538787237,1.7051376692856415,48.645678758621216,3.4010822772979736,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.44294,0.46,1.4998947699051683,2.1005303859710693,48.44667387008667,3.3878774642944336,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.49202,0.4917,1.3958848733121476,1.5070781405968001,48.78737783432007,3.3900773525238037,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.52366,0.53,1.3186684724924815,1.421722152565099,47.97778820991516,3.375197172164917,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.54782,0.5292,1.2554891168918756,2.399277207217639,47.89339327812195,3.3722450733184814,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.56942,0.5487,1.2018607970698716,1.33834349505509,48.12110424041748,3.4200236797332764,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.59236,0.5804,1.1433678959946498,1.5188240016563028,47.9979088306427,3.4277589321136475,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.61138,0.5969,1.0901782498945056,1.1366801344895665,48.63512849807739,3.3661868572235107,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.62266,0.5258,1.0582268655757465,4.250431089461604,47.89359521865845,3.3686375617980957,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.62042,0.56,1.0641844832074001,40.12666318688211,47.64175009727478,3.3900187015533447,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.65084,0.6163,0.9889306698918647,1.1002187125290497,47.818495988845825,3.4161651134490967,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.6706,0.6365,0.9327445853396755,1.0533040426199949,47.83762454986572,3.356945514678955,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.68898,0.6411,0.8875237864911404,1.054858252217498,48.611449241638184,3.4361684322357178,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.68222,0.5429,0.9143450342480789,1.6434115382689465,48.269559144973755,3.427572727203369,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.66244,0.608,0.9551574514650018,1.1178244473058967,48.30112051963806,3.3725414276123047,22,resnet101,44549160,0,cnn,Tesla P100-PCIE-16GB,False,None,1,1,cifar10,4,100,128,0.1,0.9,0.0001,0.1,"60,80",,,
