,train_acc,test_acc,train_loss,test_error,epoch_timings,test_timings,config_index,model_name,num_of_paramters,num_of_layers,model_type,gpu,is_distributed,distributed_strategy,num_of_nodes,num_of_gpus,rank,dataset,num_workers_data_loader,distribute_data,num_epochs,batch_size,learning_rate,momentum,weight_decay,gamma,milestones,lr_scheduler,optimizer,criterion
0,0.34692,0.4949,2.092299063594974,1.54632927775383,42.580880880355835,15.137225866317749,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
1,0.5723,0.5973,1.212574110955608,1.197641521692276,42.34318542480469,14.964285135269165,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
2,0.68836,0.6423,0.8996776457951994,1.0264420419931413,42.22851300239563,15.051549673080444,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
3,0.74942,0.7019,0.7279062465745576,0.8627391785383225,42.313528060913086,14.963781833648682,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
4,0.80504,0.7172,0.5710270663305205,0.870962530374527,42.38562369346619,15.192819595336914,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
5,0.8531,0.7155,0.42968768732888357,0.9482155025005341,42.378416538238525,15.046517133712769,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
6,0.88798,0.7202,0.32814534859997885,0.9815867453813553,42.318089962005615,14.94351077079773,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
7,0.91868,0.7128,0.24311362602272812,1.1522771388292312,42.32790398597717,14.959809303283691,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
8,0.93722,0.73,0.18675193677143176,1.162333831191063,42.415523290634155,15.046869993209839,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
9,0.95114,0.7345,0.1406704277104261,1.17906311750412,42.26534843444824,14.917981624603271,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
10,0.96162,0.733,0.10983700031528668,1.3317957401275635,42.194963693618774,14.914900302886963,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
11,0.96832,0.735,0.09239026105829648,1.3956190824508667,42.17441201210022,14.890206813812256,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
12,0.97306,0.7406,0.07750554002669392,1.3522493422031403,42.05229187011719,14.88018012046814,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
13,0.97938,0.7398,0.06067045996611824,1.4432725965976716,42.26012110710144,14.994775533676147,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
14,0.98088,0.7442,0.055255689810277245,1.3995166659355163,42.048770904541016,14.879422187805176,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
15,0.9816,0.7492,0.052764441437867224,1.4486423075199126,42.14972925186157,14.982937574386597,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
16,0.98448,0.7434,0.04485094296384831,1.5103196561336518,42.25655698776245,14.916411876678467,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
17,0.9868,0.7477,0.03897444359311948,1.550632470846176,42.074477434158325,14.887242078781128,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
18,0.98754,0.7468,0.03507606836263927,1.5885751783847808,42.228354692459106,14.972790718078613,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
19,0.98818,0.7568,0.03385219221212426,1.5315489530563355,42.13242554664612,15.02885365486145,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
20,0.98892,0.751,0.03221454440939183,1.558325570821762,42.249035358428955,15.018297910690308,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
21,0.99068,0.7514,0.027151525210665196,1.5705529630184174,42.48527789115906,15.114013910293579,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
22,0.99082,0.7526,0.02583115206727264,1.544870626926422,42.33050608634949,15.019097566604614,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
23,0.99226,0.7545,0.02325053010325955,1.5912877142429351,42.450560092926025,15.043823957443237,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
24,0.99156,0.7452,0.02444923372121946,1.614355731010437,42.124346017837524,14.872405767440796,27,resnet18,11181642,0,cnn,Tesla V100-PCIE-32GB,True,nccl,1,3,2,cifar10,16,False,30,512,0.1,0.9,0.0001,0.1,"60,80",,,
